wikiStats|mk

redirects|7784
r|Шаблон:Infobox element/periodic table|Шаблон:Инфокутија Хемиски елемент/периоден систем
r|Шаблон:Мекленбург-Западна Померанија-гео-никулец|Шаблон:Мекленбург-гео-никулец
r|Шаблон:Stellar system|Шаблон:Ѕвезден систем
r|Шаблон:Infobox musical scale|Шаблон:Инфокутија Музичка скала
r|Шаблон:Возачи во Тим Саксо Банк|Шаблон:Возачи во Тинкоф
r|Шаблон:Возачи во Аргос-Шимано|Шаблон:Возачи во Џајант-Алпецин
r|Шаблон:Бугарија-историја-никулец|Шаблон:Бугарија-ист-никулец
r|Шаблон:Bgcolor-blue|Шаблон:Bg-blue
r|Шаблон:Infobox Christian leader|Шаблон:Инфокутија Патријарх
r|Шаблон:User information templates|Шаблон:Шаблони со информации за корисник
r|Шаблон:Country data Jervis Bay Territory|Шаблон:Country data Територија Џервис Беј
r|Шаблон:Lien web|Шаблон:Наведена мрежна страница
r|Шаблон:Counties of Ireland imagemap|Шаблон:Грофовии во Ирска-Слика
r|Шаблон:Country data BAH|Шаблон:Country data Бахами
r|Шаблон:Био-никулец|Шаблон:Биологија-никулец
r|Шаблон:Country data BHR|Шаблон:Country data Bahrain
r|Шаблон:Taxonomy/Слепоколики|Шаблон:Автотаксономија/Слепоколики
r|Шаблон:Infobox polygon|Шаблон:Инфокутија Многуаголник
r|Шаблон:Africa topic|Шаблон:Африка по тема
r|Шаблон:Dab|Шаблон:Појаснување
r|Шаблон:U-Bahn|Шаблон:У-Бан
r|Шаблон:GuineaBissau-regions|Шаблон:Региони во Гвинеја-Бисао
r|Шаблон:Country data Tunisia|Шаблон:Country data Тунис
r|Шаблон:Животни-никулец|Шаблон:Животно-никулец
r|Шаблон:Country data КУБ|Шаблон:Country data Куба
r|Шаблон:IPA vowel chart|Шаблон:Самогласки
r|Шаблон:Bureaucrat|Шаблон:Бирократ
r|Шаблон:Никулец за географијата на Хрватска|Шаблон:Хрватска-гео-никулец
r|Шаблон:Num-stub|Шаблон:Број-никулец
r|Шаблон:Location map Обединетото Кралство|Шаблон:ПозКарта Обединетото Кралство
r|Шаблон:Infobox Animal|Шаблон:Животно
r|Шаблон:Taxonomy/Тркалачовидни|Шаблон:Автотаксономија/Тркалачовидни
r|Шаблон:LiechtensteinPrimeMinisters|Шаблон:Премиери на Лихтенштајн
r|Шаблон:Cosmology|Шаблон:Космологија
r|Шаблон:Location map Central London|Шаблон:ПозКарта Централен Лондон
r|Шаблон:IUCN 3.1 navmap|Шаблон:МСЗП 3.1 преглед
r|Шаблон:FRG|Шаблон:ГЕР
r|Шаблон:Settlements of Crimea|Шаблон:Административна поделба на Крим
r|Шаблон:Taxobox|Шаблон:Таксономија
r|Шаблон:Меѓувики-група/основа|Шаблон:Меѓупроектни-група/основа
r|Шаблон:Country data CGO|Шаблон:Country data Република Конго
r|Шаблон:Country data Република Кина|Шаблон:Country data Тајван
r|Шаблон:Возачи во Гармин-Шарп|Шаблон:Возачи во Канондејл-Гармин
r|Шаблон:Infobox Japan station|Шаблон:Инфокутија Јапонска станица
r|Шаблон:Format hatnote link|Шаблон:Format link
r|Шаблон:Country data Iowa|Шаблон:Country data Ајова
r|Шаблон:Региони и префектури во Јапонија|Шаблон:Региони и префектури на Јапонија
r|Шаблон:Воден превоз-никулец|Шаблон:Воден сообраќај-никулец
r|Шаблон:Non-free audio sample|Шаблон:Музички фрагмент
r|Шаблон:Инфокутија Суперхерој|Шаблон:Инфокутија Лик од стрип
r|Шаблон:ВикиПроект - Хемија|Шаблон:ВикиПроект Хемија статија
r|Шаблон:Convert/sqmi|Шаблон:Convert/mi2
r|Шаблон:Портал:box-footer|Шаблон:Box-footer
r|Шаблон:CHE|Шаблон:ШВА
r|Шаблон:Country data АЗЕ|Шаблон:Country data Азербејџан
r|Шаблон:ПозКарта Ryukyu Islands|Шаблон:ПозКарта Јапонија Рјукју
r|Шаблон:Footer ISO 639|Шаблон:ISO 639-Подножје
r|Шаблон:Неслободен телевизиски скриншот|Шаблон:Неслободна екранска снимка од ТВ
r|Шаблон:Владин округ (Северна Рајна-Вестфалија)|Шаблон:Административни окрузи (Северна Рајна-Вестфалија)
r|Шаблон:CSS IPA vowel chart|Шаблон:Шема на МФА самогласки
r|Шаблон:Историја на Гвинеја-Бисау|Шаблон:Историја на Гвинеја-Бисао
r|Шаблон:Country data Turkmenistan|Шаблон:Country data Туркменистан
r|Шаблон:SIbrochure|Шаблон:SIbrochure8th
r|Шаблон:Infobox film|Шаблон:Инфокутија Филм
r|Шаблон:МАЛ|Шаблон:МЛТ
r|Шаблон:Cycling data SKS|Шаблон:Cycling data TGA
r|Шаблон:Politics of Cuba|Шаблон:Политика на Куба
r|Шаблон:Никулец за црква|Шаблон:Црква-никулец
r|Шаблон:Портал/слики/Земјоделство|Шаблон:Портал/Слики/Земјоделство
r|Шаблон:Macedonia national football team managers|Шаблон:Селектори на Македонската фудбалска репрезентација
r|Шаблон:Country data Congo, Republic of the|Шаблон:Country data Република Конго
r|Шаблон:Provinces of Sri Lanka|Шаблон:Покраини во Шри Ланка
r|Шаблон:VEN|Шаблон:ВЕН

templates|783

template|Шаблон:Инфокутија Верски објект
count|685
properties|111
p|refnum|0
p|native_name|2
p|designation1_free3name|0
p|coordinates|0
p|nrhp|1
p|map_size|3
p|designation2_free2name|0
p|website|41
p|name|1
p|dome_height_outer|15
p|longd|0
p|designation2_free1value|0
p|prefecture|0
p|designation1|0
p|location|683
p|map_caption|3
p|architecture_type|444
p|width_nave|4
p|specifications|31
p|latitude|6
p|designation1_criteria|0
p|functional_status|25
p|designation1_parent|0
p|designation1_date|0
p|groundbreaking|35
p|state|5
p|coordinates_region|0
p|materials|53
p|image_size|45
p|image|0
p|dome_quantity|50
p|designation2_free3value|0
p|general_contractor|0
p|native_name_lang|0
p|geo|8
p|longEW|0
p|map_relief|0
p|latm|0
p|cercle|0
p|construction_cost|7
p|designation2_free1name|0
p|spire_quantity|4
p|designation2_free3name|0
p|architecture_style|100
p|designation2_number|0
p|designation1_free3value|0
p|dome_height_inner|1
p|coordinates_format|0
p|minaret_quantity|112
p|designation1_type|0
p|longm|0
p|sector|0
p|delisted1_date|0
p|latNS|0
p|architecture|38
p|year_completed|199
p|height_max|11
p|longitude|7
p|patron|0
p|designation1_offname|0
p|dome_dia_outer|8
p|designation2_parent|0
p|coordinates_type|0
p|designation1_free2value|0
p|coord_region|0
p|designation1_free2name|0
p|added|0
p|consecration_year|182
p|dome_dia_inner|3
p|alt|0
p|longs|0
p|territory|0
p|designation2_date|0
p|coordinates_display|0
p|designation1_number|0
p|caption|105
p|building_name|682
p|status|88
p|designation2_free2value|0
p|delisted2_date|0
p|heritage_designation|1
p|facade_direction|19
p|religious_affiliation|519
p|map_type|3
p|administration|0
p|minaret_height|18
p|province|14
p|designation2_criteria|0
p|region|4
p|funded_by|0
p|length|17
p|designation2|0
p|organizational_status|0
p|designation1_free1value|0
p|designation1_free1name|0
p|spire_height|1
p|latd|0
p|district|79
p|municipality|1
p|rite|0
p|lats|0
p|architect|87
p|width|17
p|designation2_type|0
p|organisational_status|0
p|designated|0
p|designation2_offname|0
p|leadership|57
p|relief|0
p|founded_by|0
p|capacity|33

template|Шаблон:2TeamBracket
count|1
properties|7
p|RD1-team2|0
p|RD1-score2|1
p|RD1-seed1|0
p|RD1-score1|1
p|RD1|1
p|RD1-team1|0
p|RD1-seed2|0

template|Шаблон:Инфокутија Православна црква
count|34
properties|13
p|website|31
p|founder|34
p|recognition|33
p|image|0
p|show_name|34
p|population|21
p|independence|22
p|primate|33
p|language|34
p|territory|32
p|caption|20
p|headquarters|31
p|possessions|17

template|Шаблон:Оклопно возило
count|3
properties|17
p|weight|2
p|name|2
p|image|0
p|pw_ratio|0
p|crew|2
p|height|2
p|engine_power|2
p|secondary|2
p|range|2
p|caption|2
p|length|2
p|speed_road|2
p|armour|2
p|width|2
p|suspension|0
p|primary|2
p|engine|2

template|Шаблон:СР и ОР
count|24
properties|12
p|СР_ссылка|0
p|ОР_резултат|23
p|СР_спортист|18
p|ОР_врска|0
p|СР_место|23
p|Тип|0
p|ОР_датум|23
p|ОР_место|23
p|СР_врска|1
p|СР_датум|23
p|СР_резултат|23
p|ОР_спортист|17

template|Шаблон:Инфокутија Меѓународен фудбалски натпревар
count|15
properties|18
p|бголов|12
p|лого|10
p|публика|3
p|3 место|1
p|натпревари|13
p|2 место|1
p|најдобар|9
p|големина|0
p|голови|13
p|стрелец|13
p|шампион|1
p|4 место|1
p|име_на_турнирот|14
p|учесници|14
p|земја|1
p|стадиони|14
p|градови|14
p|период|14

template|Шаблон:S-line
count|4
properties|25
p|state2|0
p|round2|0
p|system|4
p|line|4
p|oneway2|0
p|through1|0
p|type2|2
p|notemid|0
p|previous|3
p|rowsmid|0
p|branch|0
p|hide2|0
p|hidemid|0
p|rows1|2
p|oneway1|0
p|transfer|0
p|hide1|2
p|note|0
p|state1|0
p|next|2
p|through2|0
p|rows2|0
p|type|2
p|round1|0
p|note2|0

template|Шаблон:Инфокутија Сорта
count|7
properties|12
p|species|2
p|image_width|5
p|name|6
p|image|0
p|genus|0
p|origin|5
p|subdivision|0
p|hybrid|4
p|image_caption|4
p|marketing_names|0
p|cultivar|3
p|group|3

template|Шаблон:Инфокутија Поранешна германска политичка партија
count|6
properties|5
p|амблем|2
p|име|4
p|ориентираност|4
p|водач|1
p|изворно име|4

template|Шаблон:Fb cl2 qr
count|34
properties|6
p|qualification|0
p|promotion|8
p|r|26
p|relegation|2
p|rows|34
p|nt|18

template|Шаблон:Fashionmodel
count|7
properties|5
p|name|6
p|site|0
p|1|0
p|id|6
p|2|0

template|Шаблон:Производ
count|3
properties|10
p|launch year|2
p|image|0
p|company|1
p|caption|2
p|inventor|2
p|available|2
p|current supplier|0
p|notes|0
p|title|2
p|last production|0

template|Шаблон:Bs cl2 team
count|5
properties|26
p|tie|0
p|pf|5
p|disqualified|0
p|gavg|0
p|border|2
p|pa|5
p|t|1
p|qualified|0
p|playoffwinner|0
p|pn|0
p|tournamentqualified|0
p|advances|0
p|bc|4
p|promoted|0
p|l|5
p|bp|0
p|p|1
p|eliminated|0
p|nat|0
p|champion|0
p|w|5
p|rows|0
p|relegated|0
p|wpts|0
p|var|0
p|dp|0

template|Шаблон:Infobox chess player
count|2
properties|14
p|playername|2
p|death_date|0
p|birth_place|2
p|image|0
p|womensworldchampion|1
p|death_place|2
p|peakrating|0
p|country|0
p|worldchampion|1
p|birthname|2
p|rating|0
p|caption|0
p|title|0
p|birth_date|0

template|Шаблон:Infobox German state
count|10
properties|45
p|map_size|1
p|area|10
p|coa_size|2
p|longd|10
p|image_photo|0
p|Name|10
p|ruling_party1|10
p|votes|10
p|Vorwahl|2
p|map|10
p|population|10
p|map_text|1
p|latm|10
p|pop_date|10
p|ruling_party2|8
p|PLZ|2
p|longm|10
p|German_name|8
p|pop_ref|0
p|pop_urban|0
p|leader|10
p|leader_party|10
p|key|7
p|GDP_year|10
p|NUTS|10
p|leader_title|3
p|elevation|1
p|state_coa|10
p|ruling_party3|1
p|date|9
p|capital|8
p|longs|9
p|coordinates_display|2
p|image_caption|3
p|GDP_per_capita_year|1
p|flag|10
p|GDP_per_capita|1
p|GDP|10
p|Website|10
p|latd|10
p|lats|9
p|iso region|10
p|pop_metro|2
p|Kfz|5
p|GDP_ref|0

template|Шаблон:Емисиона маглина
count|1
properties|13
p|size_v|0
p|dist_ly|0
p|epoch|1
p|image|0
p|names|1
p|radius_ly|0
p|absmag_v|0
p|ra|0
p|appmag_v|0
p|constellation|1
p|notes|0
p|type|1
p|dec|0

template|Шаблон:Инфокутија Град во Русија
count|19
properties|134
p|prev_name4|0
p|mun_district_jur_ref|0
p|website|6
p|area_km2_ref|0
p|inhabloc_type_ref|0
p|adm_data_as_of|7
p|postal_codes|9
p|area_km2|5
p|adm_selsoviet_jur_ref|0
p|longd|11
p|inhabloc_cat|7
p|adm_district_jur_ref|0
p|map_caption|0
p|established_date_ref|0
p|pop_2002census_rank|0
p|en_name|7
p|loc_name2|0
p|adm_ctr_of3|0
p|anthem|0
p|pop_latest_date|5
p|commonscat|7
p|federal_subject|10
p|inhabloc_type|0
p|loc_lang1|3
p|inter_settlement_territory|0
p|pop_census|0
p|urban_okrug_jur_ref|0
p|dialing_codes_ref|0
p|abolished_date|0
p|anthem_ref|0
p|longEW|0
p|latm|11
p|adm_inhabloc_jur|0
p|pop_density|1
p|prev_name5|0
p|prev_name1_date|2
p|area_of_what|2
p|loc_lang2|0
p|prev_name1_ref|0
p|pop_2002census_ref|0
p|mun_admctr_of_ref|0
p|postal_codes_ref|0
p|adm_ctr_of2_ref|0
p|adm_selsoviet_type|0
p|pop_latest|5
p|prev_name1|2
p|federal_subject_ref|0
p|pop_census_ref|0
p|mun_admctr_of|1
p|prev_name2_date|0
p|established_date|9
p|adm_citydistrict_type|0
p|longm|11
p|loc_name1|3
p|leader_name_ref|0
p|pop_latest_ref|0
p|prev_name3_date|0
p|current_cat_date|7
p|adm_city_jur|2
p|leader_name|2
p|mun_admctr_of1_ref|0
p|pop_density_ref|0
p|adm_inhabloc_jur_ref|0
p|image_skyline|12
p|area_as_of|3
p|adm_city_jur_ref|0
p|prev_name4_date|0
p|mun_data_as_of|4
p|prev_name5_ref|0
p|adm_ctr_of|2
p|loc_lang3|0
p|leader_title|3
p|inhabloc_cat_ref|0
p|prev_name2_ref|0
p|adm_ctr_of2|0
p|rural_settlement_jur_ref|0
p|map_label_position|11
p|pop_2010census_rank|6
p|date|10
p|loc_name3|0
p|prev_name2|0
p|holiday|1
p|longs|3
p|leader_title_ref|1
p|image_coa|8
p|coordinates_display|0
p|urban_settlement_jur|1
p|adm_citydistrict_jur_ref|0
p|prev_name5_date|0
p|holiday_ref|0
p|mun_admctr_of1|1
p|coa_caption|1
p|image_caption|7
p|mun_admctr_of2_ref|0
p|pop_2010census|9
p|other_name|1
p|dialing_codes|9
p|prev_name4_ref|0
p|abolished_date_ref|0
p|prev_name3_ref|0
p|mun_district_jur|1
p|urban_settlement_jur_ref|0
p|ru_name|10
p|website_ref|0
p|representative_body_ref|0
p|adm_selsoviet_jur|0
p|rural_settlement_jur|0
p|pop_density_as_of|1
p|current_cat_date_ref|0
p|established_title|0
p|prev_name3|0
p|adm_district_jur|1
p|loc_lang4|0
p|latd|11
p|flag_caption|0
p|adm_ctr_of1|0
p|capital_of|1
p|adm_citydistrict_jur|0
p|lats|3
p|mun_admctr_of2|1
p|pop_census_rank|0
p|pop_2002census|0
p|other_lang|1
p|pop_2010census_ref|0
p|adm_ctr_of_ref|0
p|loc_name4|0
p|image_map|0
p|image_flag|7
p|adm_ctr_of3_ref|0
p|representative_body|1
p|inter_settlement_territory_ref|0
p|capital_of_ref|0
p|adm_ctr_of1_ref|0
p|urban_okrug_jur|2

template|Шаблон:Животно
count|2
properties|46
p|species|1
p|weight_st|0
p|weight|1
p|tricks|0
p|children|0
p|website|0
p|name|0
p|restingplace|0
p|weight_lb|0
p|location|0
p|imagesize|0
p|role|0
p|image|0
p|namedafter|0
p|successor|0
p|othername|1
p|parents|0
p|bgcolour|0
p|term|0
p|employer|0
p|height|0
p|height_in|0
p|height_ft|0
p|birthname|0
p|birthdate|0
p|height_cm|0
p|awards|0
p|alt|0
p|deathplace|0
p|caption|1
p|deathdate|0
p|nationality|1
p|breed|0
p|homepage|0
p|appearance|0
p|relativeage|0
p|owner|0
p|yearsactive|0
p|birthplace|0
p|title|0
p|restingplacecoordinates|0
p|occupation|0
p|known|0
p|predecessor|0
p|weight_kg|0
p|gender|1

template|Шаблон:Инфокутија Берза
count|1
properties|21
p|footnotes|0
p|coor|1
p|city|1
p|name|1
p|listings|1
p|image|0
p|founded|0
p|indexes|1
p|nativename|0
p|alt_name|0
p|country|1
p|mcap|1
p|foundation|1
p|logo|1
p|homepage|1
p|currency|1
p|owner|1
p|type|1
p|key_people|0
p|commodity|0
p|volume|1

template|Шаблон:Infobox Peru region
count|24
properties|26
p|website|24
p|areacode|23
p|area|24
p|longd|2
p|president|24
p|map_caption|23
p|lowest|20
p|provinces|24
p|population_as_of|10
p|map|24
p|pop|24
p|image|0
p|GDPshare|20
p|ubigeo|23
p|iso|24
p|logo|2
p|largest|8
p|elevation|10
p|highest|22
p|capital|24
p|image_caption|9
p|resources|21
p|official name|24
p|latd|2
p|poverty|19
p|native name|24

template|Шаблон:Инфокутија Фудбалски турнир
count|4
properties|13
p|name|2
p|регион|2
p|мото|0
p|титула|2
p|преносител|0
p|лого |0
p|основан|3
p|тимови|3
p|победник|1
p|најпобедник|1
p|титула1|3
p|веб|2
p|current|2

template|Шаблон:Infobox swimmer
count|19
properties|22
p|weight|12
p|name|18
p|imagesize|13
p|playername|0
p|death_date|1
p|birth_place|19
p|image|0
p|death_place|1
p|club|9
p|residence|0
p|medaltemplates|0
p|height|10
p|country|0
p|alias|0
p|coach|2
p|sport|7
p|fullname|17
p|caption|8
p|nationality|1
p|strokes|18
p|birth_date|1
p|nickname|5

template|Шаблон:Infobox Finnish Municipality
count|2
properties|103
p|footnotes|0
p|native_name|1
p|leader_title3|0
p|parts_style|0
p|pushpin_map_caption|1
p|extinct_date|0
p|dot_map_caption|0
p|shield_size|0
p|website|2
p|name|2
p|longd|2
p|elevation_m|0
p|blank1_info|0
p|p10|0
p|map_caption|1
p|blank_emblem_type|0
p|imagesize|1
p|blank1_name|0
p|subdivision_name3|0
p|p4|0
p|p7|0
p|p5|0
p|subregion|2
p|established_title2|1
p|finnish_official|2
p|dot_y|0
p|pushpin_map|1
p|native_name_lang|0
p|official_name|1
p|unemployment|0
p|latm|2
p|pushpin_mapsize|1
p|image_seal|0
p|parts_type|0
p|urbanisation|0
p|sami_official|0
p|blank2_name|0
p|area_code|0
p|established_date|2
p|image_dot_map|0
p|population_metro|1
p|longm|2
p|seat|0
p|blank3_info|0
p|leader_name|2
p|swedish_official|1
p|leader_title1|0
p|image_skyline|2
p|p3|0
p|blank_emblem_size|0
p|subdivision_name2|0
p|dot_mapsize|0
p|leader_title|2
p|image_shield|2
p|mapsize|0
p|established_date2|1
p|leader_name3|0
p|longs|1
p|government_footnotes|0
p|blank4_name|0
p|population_blank1_title|0
p|coordinates_display|0
p|total_type|0
p|p2|0
p|population_density_urban_km2|1
p|image_caption|2
p|extinct_title|0
p|seal_size|0
p|leader_title2|0
p|area_metro_km2|1
p|postal_code|0
p|other_name|0
p|region|2
p|image_blank_emblem|0
p|population_blank1|0
p|blank3_name|0
p|flag_size|0
p|pushpin_label_position|0
p|area_urban_km2|1
p|population_note|0
p|established_title|2
p|population_urban|1
p|blank2_info|0
p|latd|2
p|leader_name2|0
p|population_density_metro_km2|1
p|established_date3|0
p|p9|0
p|dot_x|0
p|leader_name1|0
p|lats|1
p|established_title3|0
p|p1|0
p|seat_type|0
p|blank4_info|0
p|motto|0
p|image_map|1
p|image_flag|0
p|p6|0
p|p8|0
p|settlement_type|2
p|parts|0
p|nickname|1

template|Шаблон:Инфокутија Билен производ
count|1
properties|16
p|plant|1
p|image|0
p|uses|0
p|align|0
p|legal|0
p|origin|1
p|wholesale|1
p|caption|1
p|consumers|1
p|part|1
p|title|0
p|retail|1
p|width|0
p|producers|1
p|product|1
p|active|1

template|Шаблон:Инфокутија - средни училишта
count|106
properties|19
p|општина|104
p|лого|10
p|настава на2|12
p|слика|37
p|основање|17
p|факс|1
p|име|104
p|настава на3|4
p|место|103
p|настава на4|0
p|телефон|2
p|веб|92
p|е-пошта|4
p|настава на|56
p|адреса|39
p|опис|13
p|второ име|4
p|број на ученици|10
p|актуелен директор|42

template|Шаблон:Јазици на
count|14
properties|21
p|minority|3
p|keyboard|1
p|regional|1
p|source|1
p|unofficial|0
p|image|0
p|keyboard image|1
p|immigrant|2
p|image size|0
p|country|14
p|main|0
p|national|3
p|sign|8
p|caption|0
p|official|14
p|foreign|8
p|vernacular|0
p|extra|0
p|semi-official|0
p|extralabel|0
p|indigenous|0

template|Шаблон:Album ratings
count|103
properties|66
p|rev12score|0
p|subtitle|0
p|rev10|12
p|Rev7score|0
p|rev2|67
p|Rev6Score|0
p|rev10Score|7
p|rev8Score|6
p|Rev11score|0
p|rev1score|8
p|state|1
p|rev6score|1
p|rev7|21
p|Rev12Score|0
p|align|0
p|rev8|19
p|Rev3score|0
p|rev3Score|19
p|Rev5Score|0
p|rev11Score|1
p|Rev8Score|0
p|rev1|102
p|rev1Score|9
p|rev7score|1
p|Rev1Score|0
p|rev4|44
p|rev5score|6
p|Rev4Score|0
p|rev12Score|0
p|Rev11Score|0
p|Rev10score|0
p|rev6Score|9
p|rev3score|5
p|rev2Score|21
p|rev7Score|7
p|rev2score|7
p|rev5|35
p|rev9score|0
p|rev10score|0
p|Rev1score|0
p|rev8score|0
p|rev9|15
p|Rev12score|0
p|Rev2Score|0
p|Rev9score|0
p|MC|5
p|rev4score|2
p|Rev6score|0
p|Rev7Score|0
p|rev3|53
p|Rev8score|0
p|rev4Score|16
p|title|2
p|rev11|4
p|Rev9Score|0
p|Rev3Score|0
p|rev12|0
p|Rev4score|0
p|width|1
p|rev11score|0
p|Rev5score|0
p|rev6|29
p|rev5Score|10
p|rev9Score|4
p|Rev10Score|0
p|Rev2score|0

template|Шаблон:Fb cl hth
count|3
properties|3
p|rows|3
p|qr|3
p|hth|3

template|Шаблон:Инфокутија Пат
count|6
properties|115
p|embedded|0
p|villages|0
p|terminus_a3|0
p|nrhp|0
p|junction4|0
p|terminus_b4|0
p|significance|0
p|name|1
p|end_a2|0
p|direction_a4|0
p|section0|0
p|length_mi4|0
p|end_b3|0
p|terminus_b2|0
p|loop|0
p|terminus_a1|0
p|section4|0
p|direction_a3|0
p|system|0
p|photo|0
p|history|0
p|provinces|0
p|direction_b4|0
p|state|0
p|map|4
p|subtype|0
p|image|0
p|marker_image|0
p|end_a|0
p|time_period|0
p|mrn-shield|0
p|length_km4|0
p|e-road-shield|0
p|decommissioned|0
p|spur_type|0
p|junction1|0
p|length_notes|0
p|header_type|0
p|end_b4|0
p|terminus_b1|0
p|section1|0
p|tourist|0
p|end_a3|0
p|restrictions|0
p|direction_b2|0
p|alternate_name|0
p|terminus_a4|0
p|country|5
p|direction_a1|0
p|length_mi1|0
p|length_mi|0
p|section|0
p|ahn|0
p|end_b|0
p|e-road|1
p|allocation|0
p|tloop|0
p|county|0
p|rural_municipalities|0
p|regions|0
p|tahn|0
p|countries|4
p|length_km1|0
p|header_color|0
p|ring_road|0
p|related|0
p|direction_b1|0
p|ahn-shield|0
p|end_b1|0
p|direction_a|5
p|junction2|0
p|photo_notes|0
p|status|0
p|maint|0
p|established_by|0
p|section2|0
p|length_mi2|0
p|direction_b|5
p|terminus_a|5
p|province|0
p|formed|0
p|end_a4|0
p|map_notes|2
p|spur_of|0
p|junction3|0
p|established|0
p|image_notes|0
p|length_km|4
p|route|5
p|terminus_a2|0
p|orbital|0
p|tahn-shield|0
p|type|5
p|nobrowse|0
p|mrn|0
p|beltway_city|0
p|length_km2|0
p|translation|0
p|towns|0
p|section3|0
p|length_mi3|0
p|length_km3|0
p|terminus_b|5
p|end_a1|0
p|map_custom|0
p|subsection|0
p|end_b2|0
p|direction_a2|0
p|direction_b3|0
p|junction|0
p|states|0
p|destinations|0
p|deleted|0
p|terminus_b3|0
p|cities|2

template|Шаблон:Инфокутија Честичка
count|15
properties|55
p|mass|8
p|color_charge|9
p|name|14
p|electric_dipole_moment|0
p|electric_polarisability|0
p|colour_charge|0
p|baryon_number|0
p|interaction|12
p|r_parity|0
p|statistics|13
p|weak_hypercharge|5
p|image_size|0
p|generation|8
p|image|0
p|isospin|0
p|magnetic_moment|1
p|B-L|0
p|electric_charge|14
p|theorized|8
p|chirality|3
p|bottomness|0
p|charm|0
p|spin|5
p|topness|0
p|num_types|1
p|strangeness|0
p|electric_polarizability|0
p|magnetic_polarisability|0
p|magnetic_polarizability|0
p|mean_lifetime|1
p|lepton_number|0
p|c_parity|1
p|isospin_3|0
p|symbol|5
p|X_charge|0
p|discovered|12
p|g_parity|0
p|particle|1
p|alt|0
p|decay_particle|3
p|caption|7
p|status|2
p|num_spin_states|0
p|antiparticle|8
p|charge_radius|0
p|theorised|1
p|classification|1
p|condensed_symmetries|1
p|hypercharge|0
p|parity|2
p|family|0
p|width|1
p|weak_isospin|2
p|composition|14
p|weak_isospin_3|0

template|Шаблон:Харвард-наведување
count|11
properties|170
p|First3|0
p|ID|1
p|inventorlink1|0
p|number|0
p|inventor-first|0
p|Surname3|0
p|inventor3-surname|0
p|first2|2
p|Given3|0
p|author4|0
p|Authorlink4|0
p|author|0
p|first1|0
p|newspaper|0
p|last1|0
p|editor-given|0
p|editor-first|0
p|editorlink2|0
p|editor1-given|0
p|surname1|0
p|periodical|0
p|Last1|0
p|given|0
p|patent-number|0
p|Title|7
p|publication-number|0
p|editor3-first|0
p|inventor4-last|0
p|authorlink4|0
p|Volume|2
p|inventor1-last|0
p|url|0
p|inventor4-surname|0
p|inventor4|0
p|author1|0
p|inventor1-surname|0
p|Surname4|0
p|description|0
p|surname4|0
p|given2|0
p|Number|1
p|URL|2
p|journal|2
p|page|0
p|inventor1-first|0
p|Given4|0
p|Pages|0
p|Editor|0
p|pages|2
p|surname|0
p|inventorlink2|0
p|authorlink|0
p|author3|0
p|Author3|0
p|First2|0
p|year|4
p|inventor3-given|0
p|first3|1
p|ref|0
p|ISBN|5
p|edition|1
p|Authorlink3|0
p|inventor-given|0
p|magazine|0
p|publication-year|0
p|Last2|0
p|authorlink1|0
p|Edition|0
p|last|3
p|Author4|0
p|Year|7
p|country-code|0
p|Last3|0
p|editor3-last|0
p|inventor2-last|0
p|issue|2
p|Surname1|4
p|inventor4-given|0
p|first4|1
p|chapter|1
p|Page|0
p|editor|0
p|surname3|0
p|inventor2-first|0
p|inventor3-first|0
p|id|1
p|last4|1
p|editor4-first|0
p|authorlink2|0
p|date|0
p|First1|0
p|Periodical|0
p|inventor1-given|0
p|author2|0
p|given4|0
p|Surname2|2
p|Authorlink2|0
p|editor1-surname|0
p|given1|0
p|publisher|3
p|inventor|0
p|isbn|3
p|Author2|0
p|inventor4-first|0
p|inventor2|0
p|editorlink3|0
p|editorlink4|0
p|Last|0
p|editorlink|0
p|inventorlink3|0
p|Author|0
p|Given1|4
p|inventor2-given|0
p|contribution|0
p|editor4-last|0
p|Last4|0
p|first|3
p|last3|1
p|editor2-given|0
p|Date|0
p|editor4-surname|0
p|editor1-first|0
p|editor1-last|0
p|editorlink1|0
p|surname2|0
p|editor3-given|0
p|place|1
p|Given|4
p|Given2|2
p|Issue|0
p|editor2-first|0
p|editor4-given|0
p|Authorlink1|0
p|Surname|4
p|title|4
p|inventorlink4|0
p|First4|0
p|issue-date|0
p|Access-date|1
p|inventor-surname|0
p|last2|2
p|editor-last|0
p|authorlink3|0
p|Chapter|1
p|doi|0
p|inventor3-last|0
p|Place|5
p|Publisher|7
p|publication-date|0
p|chapterurl|0
p|Contribution|0
p|inventor-last|0
p|Author1|0
p|Journal|1
p|editor2-last|0
p|chapter-url|0
p|volume|1
p|accessdate|0
p|inventorlink|0
p|Authorlink|3
p|editor2-surname|0
p|editor3-surname|0
p|Ref|0
p|ChapterURL|0
p|inventor3|0
p|given3|0
p|proceedings|0
p|editor-surname|0
p|inventor2-surname|0
p|First|0

template|Шаблон:Инфокутија град во Јапонија
count|2
properties|31
p|LongtitudeDegrees|0
p|Name|1
p|SymbolImage|1
p|LongtitudeSeconds|0
p|Fish|0
p|Flowering tree|0
p|Region|1
p|CityHallPostalCode|1
p|Tree|1
p|SymbolDescription|1
p|PopDate|1
p|Area_km2|1
p|LatitudeDegrees|0
p|Population|1
p|Bird|0
